LLM,Intervention,Budget,pre score,post score
Claude 3.5-Sonnet,disaster,54,0.633195542,0.568158549
Claude 3.5-Sonnet,disaster,54,0.645138317,0.59931101
Claude 3.5-Sonnet,disaster,54,0.723248433,0.5782624
Claude 3.5-Sonnet,disaster,54,0.631479262,0.564637981
Claude 3.5-Sonnet,disaster,54,0.654468698,0.56394043
Claude 3.5-Sonnet,disaster,54,0.623446076,0.573164275
Claude 3.5-Sonnet,disaster,54,0.672664151,0.569382459
Claude 3.5-Sonnet,disaster,54,0.707398181,0.588938733
Claude 3.5-Sonnet,disaster,54,0.659339011,0.582471204
Claude 3.5-Sonnet,disaster,54,0.648104407,0.563602569
Claude 3.5-Sonnet,disaster,54,0.623028853,0.543791381
Claude 3.5-Sonnet,disaster,54,0.588259057,0.572455863
Claude 3.5-Sonnet,disaster,54,0.606766913,0.557611154
Claude 3.5-Sonnet,disaster,54,0.707350036,0.579682179
Claude 3.5-Sonnet,disaster,54,0.56903371,0.589193734
Claude 3.5-Sonnet,disaster,54,0.62745735,0.589480231
Claude 3.5-Sonnet,disaster,54,0.64965864,0.576353096
Claude 3.5-Sonnet,disaster,54,0.671149576,0.583876357
Claude 3.5-Sonnet,disaster,54,0.571054473,0.584028733
Claude 3.5-Sonnet,disaster,54,0.594581654,0.598641412
Claude 3.5-Sonnet,disaster,54,0.679890853,0.572782104
Claude 3.5-Sonnet,disaster,54,0.640290985,0.577604581
Claude 3.5-Sonnet,disaster,54,0.649719896,0.576035034
Claude 3.5-Sonnet,disaster,54,0.645283,0.579151236
Claude 3.5-Sonnet,disaster,54,0.699312018,0.548130364
Claude 3.5-Sonnet,disaster,54,0.668966099,0.57443628
Claude 3.5-Sonnet,disaster,54,0.675835544,0.559854921
Claude 3.5-Sonnet,disaster,54,0.610839748,0.577187175
Claude 3.5-Sonnet,disaster,54,0.709527098,0.585678586
Claude 3.5-Sonnet,disaster,54,0.683066225,0.56207017
Claude 3.5-Sonnet,disaster,54,0.660547977,0.563244253
Claude 3.5-Sonnet,disaster,54,0.661816245,0.586826842
Claude 3.5-Sonnet,disaster,54,0.664177162,0.581538256
Claude 3.5-Sonnet,disaster,108,0.664586867,0.589237502
Claude 3.5-Sonnet,disaster,108,0.656938446,0.607230483
Claude 3.5-Sonnet,disaster,108,0.647394848,0.612613146
Claude 3.5-Sonnet,disaster,108,0.653175105,0.627961992
Claude 3.5-Sonnet,disaster,108,0.662819335,0.587539482
Claude 3.5-Sonnet,disaster,108,0.663964733,0.607730147
Claude 3.5-Sonnet,disaster,108,0.648382774,0.621000295
Claude 3.5-Sonnet,disaster,108,0.643454034,0.577566989
Claude 3.5-Sonnet,disaster,108,0.656895196,0.61531177
Claude 3.5-Sonnet,disaster,108,0.644446318,0.591349877
Claude 3.5-Sonnet,disaster,108,0.638086762,0.567552944
Claude 3.5-Sonnet,disaster,108,0.650039565,0.589181408
Claude 3.5-Sonnet,disaster,108,0.621710967,0.623312607
Claude 3.5-Sonnet,disaster,108,0.639964292,0.630155542
Claude 3.5-Sonnet,disaster,108,0.634879548,0.616500334
Claude 3.5-Sonnet,disaster,108,0.608867983,0.584483301
Claude 3.5-Sonnet,disaster,108,0.671942534,0.568219627
Claude 3.5-Sonnet,disaster,108,0.631786401,0.61087213
Claude 3.5-Sonnet,disaster,108,0.661533315,0.608155675
Claude 3.5-Sonnet,disaster,108,0.627975969,0.605417196
Claude 3.5-Sonnet,disaster,108,0.617177978,0.612031265
Claude 3.5-Sonnet,disaster,108,0.659626645,0.598172227
Claude 3.5-Sonnet,disaster,108,0.662275227,0.599510714
Claude 3.5-Sonnet,disaster,108,0.643447271,0.567230731
Claude 3.5-Sonnet,disaster,108,0.648365747,0.577442494
Claude 3.5-Sonnet,disaster,108,0.688133659,0.58373326
Claude 3.5-Sonnet,disaster,108,0.657072173,0.600148967
Claude 3.5-Sonnet,disaster,108,0.624159289,0.585220057
Claude 3.5-Sonnet,disaster,108,0.650676226,0.604707388
Claude 3.5-Sonnet,disaster,108,0.656295204,0.601827196
Claude 3.5-Sonnet,disaster,108,0.647771442,0.617472214
Claude 3.5-Sonnet,disaster,108,0.638229956,0.606489724
Claude 3.5-Sonnet,disaster,108,0.670436026,0.579314675
Claude 3.5-Sonnet,disaster,108,0.605754966,0.588803395
Claude 3.5-Sonnet,disaster,108,0.66824851,0.612444132
Claude 3.5-Sonnet,disaster,108,0.673901167,0.595802235
Claude 3.5-Sonnet,disaster,108,0.627544191,0.585781366
Claude 3.5-Sonnet,disaster,108,0.646251387,0.627110593
Claude 3.5-Sonnet,disaster,108,0.625778101,0.595363635
Claude 3.5-Sonnet,disaster,108,0.653919894,0.58905885
Claude 3.5-Sonnet,disaster,108,0.65595872,0.622649959
Claude 3.5-Sonnet,disaster,108,0.655524441,0.625755115
Claude 3.5-Sonnet,disaster,108,0.615133675,0.574539076
Claude 3.5-Sonnet,disaster,108,0.662858653,0.622514383
Claude 3.5-Sonnet,disaster,108,0.671370737,0.600553666
Claude 3.5-Sonnet,disaster,108,0.663527374,0.590356017
Claude 3.5-Sonnet,disaster,108,0.655622538,0.581462243
Claude 3.5-Sonnet,disaster,108,0.648281315,0.590389475
Claude 3.5-Sonnet,disaster,108,0.716959565,0.612495481
Claude 3.5-Sonnet,disaster,108,0.66085293,0.610227022
Claude 3.5-Sonnet,interpersonal,27,0.647927465,0.584169032
Claude 3.5-Sonnet,interpersonal,27,0.624015337,0.548916072
Claude 3.5-Sonnet,interpersonal,27,0.694638299,0.578993874
Claude 3.5-Sonnet,interpersonal,27,0.721509556,0.587277996
Claude 3.5-Sonnet,interpersonal,27,0.575805152,0.596307423
Claude 3.5-Sonnet,interpersonal,27,0.624377262,0.58028307
Claude 3.5-Sonnet,interpersonal,27,0.677056608,0.529019743
Claude 3.5-Sonnet,interpersonal,27,0.639595895,0.563870672
Claude 3.5-Sonnet,interpersonal,27,0.629119623,0.612970394
Claude 3.5-Sonnet,interpersonal,27,0.690817073,0.581216795
Claude 3.5-Sonnet,interpersonal,27,0.626405739,0.600998927
Claude 3.5-Sonnet,interpersonal,27,0.631689564,0.597006351
Claude 3.5-Sonnet,interpersonal,27,0.61486281,0.56619289
Claude 3.5-Sonnet,interpersonal,27,0.716746668,0.582095099
Claude 3.5-Sonnet,interpersonal,27,0.655692575,0.582252781
Claude 3.5-Sonnet,interpersonal,27,0.532552532,0.577201374
Claude 3.5-Sonnet,interpersonal,27,0.593213653,0.560083282
Claude 3.5-Sonnet,interpersonal,27,0.626143264,0.575769768
Claude 3.5-Sonnet,interpersonal,27,0.681269042,0.579755607
Claude 3.5-Sonnet,interpersonal,27,0.675589355,0.591158603
Claude 3.5-Sonnet,interpersonal,27,0.692628852,0.549223086
Claude 3.5-Sonnet,interpersonal,27,0.638561336,0.575710455
Claude 3.5-Sonnet,interpersonal,27,0.651815558,0.614685276
Claude 3.5-Sonnet,interpersonal,27,0.603445365,0.570762785
Claude 3.5-Sonnet,interpersonal,27,0.611778887,0.573523844
Claude 3.5-Sonnet,interpersonal,27,0.669636332,0.567771821
Claude 3.5-Sonnet,interpersonal,27,0.558074999,0.55351793
Claude 3.5-Sonnet,interpersonal,27,0.664756741,0.588751678
Claude 3.5-Sonnet,interpersonal,27,0.621763395,0.570263431
Claude 3.5-Sonnet,interpersonal,27,0.659854675,0.588152358
Claude 3.5-Sonnet,interpersonal,27,0.670299421,0.585654152
Claude 3.5-Sonnet,interpersonal,27,0.644970187,0.607628025
Claude 3.5-Sonnet,interpersonal,27,0.678835174,0.586160779
Claude 3.5-Sonnet,interpersonal,27,0.610555914,0.558160826
Claude 3.5-Sonnet,interpersonal,27,0.63358072,0.614210787
Claude 3.5-Sonnet,interpersonal,27,0.659069537,0.566285668
Claude 3.5-Sonnet,interpersonal,27,0.610576548,0.595526665
Claude 3.5-Sonnet,interpersonal,27,0.679518545,0.586227376
Claude 3.5-Sonnet,interpersonal,27,0.701093597,0.528509435
Claude 3.5-Sonnet,interpersonal,27,0.700152879,0.591924603
Claude 3.5-Sonnet,interpersonal,27,0.668259095,0.601255272
Claude 3.5-Sonnet,interpersonal,27,0.67953408,0.550363839
Claude 3.5-Sonnet,interpersonal,27,0.666504573,0.544855588
Claude 3.5-Sonnet,interpersonal,27,0.590291281,0.558876885
Claude 3.5-Sonnet,interpersonal,27,0.64697327,0.579853906
Claude 3.5-Sonnet,interpersonal,27,0.712590444,0.57443968
Claude 3.5-Sonnet,interpersonal,27,0.586618396,0.566061435
Claude 3.5-Sonnet,interpersonal,27,0.708160894,0.582947287
Claude 3.5-Sonnet,interpersonal,27,0.593102194,0.547004298
Claude 3.5-Sonnet,interpersonal,27,0.657969642,0.596151077
Claude 3.5-Sonnet,interpersonal,54,0.668867457,0.591343309
Claude 3.5-Sonnet,interpersonal,54,0.655306336,0.528294565
Claude 3.5-Sonnet,interpersonal,54,0.629139332,0.681024239
Claude 3.5-Sonnet,interpersonal,54,0.692789432,0.588673972
Claude 3.5-Sonnet,interpersonal,54,0.67100349,0.525345105
Claude 3.5-Sonnet,interpersonal,54,0.658420923,0.628321022
Claude 3.5-Sonnet,interpersonal,54,0.644746397,0.503502552
Claude 3.5-Sonnet,interpersonal,54,0.638579921,0.456924536
Claude 3.5-Sonnet,interpersonal,54,0.674092858,0.578423153
Claude 3.5-Sonnet,interpersonal,54,0.698100728,0.603984619
Claude 3.5-Sonnet,interpersonal,54,0.693102087,0.658068835
Claude 3.5-Sonnet,interpersonal,54,0.627641677,0.558894692
Claude 3.5-Sonnet,interpersonal,54,0.600504048,0.603423068
Claude 3.5-Sonnet,interpersonal,54,0.706599827,0.569006545
Claude 3.5-Sonnet,interpersonal,54,0.707791173,0.564206074
Claude 3.5-Sonnet,interpersonal,54,0.669294904,0.558475209
Claude 3.5-Sonnet,interpersonal,54,0.661843667,0.502156116
Claude 3.5-Sonnet,interpersonal,54,0.707344182,0.57596517
Claude 3.5-Sonnet,interpersonal,54,0.672368443,0.498651763
Claude 3.5-Sonnet,interpersonal,54,0.751713935,0.609955328
Claude 3.5-Sonnet,interpersonal,54,0.718341206,0.610198694
Claude 3.5-Sonnet,interpersonal,54,0.664709516,0.624944983
Claude 3.5-Sonnet,interpersonal,54,0.688333334,0.465348118
Claude 3.5-Sonnet,interpersonal,54,0.659595506,0.588333753
Claude 3.5-Sonnet,interpersonal,54,0.708773432,0.561847517
Claude 3.5-Sonnet,interpersonal,54,0.609695219,0.546440948
Claude 3.5-Sonnet,interpersonal,54,0.58911368,0.631608265
Claude 3.5-Sonnet,interpersonal,54,0.656079779,0.536445376
Claude 3.5-Sonnet,interpersonal,54,0.696225092,0.572444853
Claude 3.5-Sonnet,interpersonal,54,0.673518253,0.579912101
Claude 3.5-Sonnet,interpersonal,54,0.639257451,0.526178749
Claude 3.5-Sonnet,interpersonal,54,0.685264189,0.570900466
Claude 3.5-Sonnet,interpersonal,54,0.657713234,0.563255174
Claude 3.5-Sonnet,interpersonal,54,0.510457196,0.562177408
Claude 3.5-Sonnet,interpersonal,54,0.75456057,0.559939679
Claude 3.5-Sonnet,interpersonal,54,0.688587204,0.55882631
Claude 3.5-Sonnet,interpersonal,54,0.687490233,0.626833779
Claude 3.5-Sonnet,interpersonal,54,0.717164044,0.502990813
Claude 3.5-Sonnet,interpersonal,54,0.622164228,0.45142475
Claude 3.5-Sonnet,interpersonal,54,0.740562365,0.542946477
Claude 3.5-Sonnet,interpersonal,54,0.687935819,0.626753747
Claude 3.5-Sonnet,interpersonal,54,0.693915463,0.508117379
Claude 3.5-Sonnet,interpersonal,54,0.683740207,0.432258217
Claude 3.5-Sonnet,interpersonal,54,0.672754734,0.592802353
Claude 3.5-Sonnet,interpersonal,54,0.663419146,0.557549736
Claude 3.5-Sonnet,interpersonal,54,0.693382533,0.604855184
Claude 3.5-Sonnet,interpersonal,54,0.628837675,0.654419499
Claude 3.5-Sonnet,interpersonal,54,0.641284594,0.602842144
Claude 3.5-Sonnet,interpersonal,54,0.679787681,0.637693463
Claude 3.5-Sonnet,interpersonal,54,0.708085602,0.565070194
Claude 3.5-Sonnet,interpersonal,108,0.639091461,0.651879992
Claude 3.5-Sonnet,interpersonal,108,0.675437189,0.524692801
Claude 3.5-Sonnet,interpersonal,108,0.650146023,0.584560452
Claude 3.5-Sonnet,interpersonal,108,0.704163055,0.618259189
Claude 3.5-Sonnet,interpersonal,108,0.715950738,0.684926348
Claude 3.5-Sonnet,interpersonal,108,0.614204325,0.609741158
Claude 3.5-Sonnet,interpersonal,108,0.667841089,0.471628469
Claude 3.5-Sonnet,interpersonal,108,0.685268385,0.604382477
Claude 3.5-Sonnet,interpersonal,108,0.608442561,0.568609363
Claude 3.5-Sonnet,interpersonal,108,0.675320359,0.514914068
Claude 3.5-Sonnet,interpersonal,108,0.696463651,0.462334056
Claude 3.5-Sonnet,interpersonal,108,0.625461271,0.549056989
Claude 3.5-Sonnet,interpersonal,108,0.663190173,0.566081677
Claude 3.5-Sonnet,interpersonal,108,0.729340525,0.548538088
Claude 3.5-Sonnet,interpersonal,108,0.616451682,0.586338953
Claude 3.5-Sonnet,interpersonal,108,0.734841995,0.653787667
Claude 3.5-Sonnet,interpersonal,108,0.660402052,0.587884805
Claude 3.5-Sonnet,interpersonal,108,0.727969113,0.529280261
Claude 3.5-Sonnet,interpersonal,108,0.658751709,0.578403708
Claude 3.5-Sonnet,interpersonal,108,0.626342595,0.61669422
Claude 3.5-Sonnet,interpersonal,108,0.670390156,0.567904677
Claude 3.5-Sonnet,interpersonal,108,0.689367268,0.579168738
Claude 3.5-Sonnet,interpersonal,108,0.635910971,0.571982048
Claude 3.5-Sonnet,interpersonal,108,0.663807434,0.594448225
Claude 3.5-Sonnet,interpersonal,108,0.649344791,0.58803572
Claude 3.5-Sonnet,interpersonal,108,0.709595421,0.615144331
Claude 3.5-Sonnet,interpersonal,108,0.603018523,0.56973758
Claude 3.5-Sonnet,interpersonal,108,0.618885216,0.612558593
Claude 3.5-Sonnet,interpersonal,108,0.6172247,0.585774518
Claude 3.5-Sonnet,interpersonal,108,0.679066774,0.532662505
Claude 3.5-Sonnet,interpersonal,108,0.65753976,0.481295777
Claude 3.5-Sonnet,interpersonal,108,0.670633082,0.599127634
Claude 3.5-Sonnet,interpersonal,108,0.664770225,0.51744148
Claude 3.5-Sonnet,interpersonal,108,0.609714518,0.514247716
Claude 3.5-Sonnet,interpersonal,108,0.701244359,0.478202332
Claude 3.5-Sonnet,interpersonal,108,0.680542957,0.531131544
Claude 3.5-Sonnet,interpersonal,108,0.617481075,0.531066568
Claude 3.5-Sonnet,interpersonal,108,0.653471318,0.657022714
Claude 3.5-Sonnet,interpersonal,108,0.657237748,0.647380586
Claude 3.5-Sonnet,interpersonal,108,0.695023089,0.496121006
Claude 3.5-Sonnet,interpersonal,108,0.640996983,0.492891662
Claude 3.5-Sonnet,interpersonal,108,0.668821533,0.616688135
Claude 3.5-Sonnet,interpersonal,108,0.612606206,0.555662477
Claude 3.5-Sonnet,interpersonal,108,0.690297938,0.625136183
Claude 3.5-Sonnet,interpersonal,108,0.613237046,0.508591964
Claude 3.5-Sonnet,interpersonal,108,0.721050646,0.638453641
Claude 3.5-Sonnet,interpersonal,108,0.669475175,0.502212213
Claude 3.5-Sonnet,interpersonal,108,0.686986215,0.622171879
Claude 3.5-Sonnet,interpersonal,108,0.668851365,0.672852946
Claude 3.5-Sonnet,interpersonal,108,0.658327556,0.632889866
Claude 3.5-Sonnet,accident,27,0.665893181,0.526950681
Claude 3.5-Sonnet,accident,27,0.60565716,0.503542433
Claude 3.5-Sonnet,accident,27,0.691030293,0.602235212
Claude 3.5-Sonnet,accident,27,0.634493518,0.439847126
Claude 3.5-Sonnet,accident,27,0.660970794,0.510779217
Claude 3.5-Sonnet,accident,27,0.673572948,0.54534283
Claude 3.5-Sonnet,accident,27,0.662481065,0.581580333
Claude 3.5-Sonnet,accident,27,0.679897723,0.52322708
Claude 3.5-Sonnet,accident,27,0.628400212,0.532380957
Claude 3.5-Sonnet,accident,27,0.703679504,0.558092509
Claude 3.5-Sonnet,accident,27,0.676273376,0.589445401
Claude 3.5-Sonnet,accident,27,0.654819978,0.496167604
Claude 3.5-Sonnet,accident,27,0.6950342,0.507449401
Claude 3.5-Sonnet,accident,27,0.691460621,0.515500132
Claude 3.5-Sonnet,accident,27,0.63537054,0.554142249
Claude 3.5-Sonnet,accident,27,0.601557464,0.519390602
Claude 3.5-Sonnet,accident,27,0.685264323,0.645923138
Claude 3.5-Sonnet,accident,27,0.671567678,0.387693197
Claude 3.5-Sonnet,accident,27,0.655025648,0.595808752
Claude 3.5-Sonnet,accident,27,0.662544631,0.51552766
Claude 3.5-Sonnet,accident,27,0.713275324,0.578030172
Claude 3.5-Sonnet,accident,27,0.693348254,0.454510011
Claude 3.5-Sonnet,accident,27,0.653453272,0.473838432
Claude 3.5-Sonnet,accident,27,0.684188376,0.470099087
Claude 3.5-Sonnet,accident,27,0.670976003,0.606713758
Claude 3.5-Sonnet,accident,27,0.661753373,0.643488607
Claude 3.5-Sonnet,accident,27,0.626864538,0.574326476
Claude 3.5-Sonnet,accident,27,0.734710166,0.609463764
Claude 3.5-Sonnet,accident,27,0.699943479,0.595657269
Claude 3.5-Sonnet,accident,27,0.629166729,0.581380268
Claude 3.5-Sonnet,accident,27,0.654858809,0.503253455
Claude 3.5-Sonnet,accident,27,0.638052107,0.476419619
Claude 3.5-Sonnet,accident,27,0.660645986,0.537710469
Claude 3.5-Sonnet,accident,27,0.624936736,0.413414191
Claude 3.5-Sonnet,accident,27,0.675465431,0.54409004
Claude 3.5-Sonnet,accident,27,0.648866338,0.577949663
Claude 3.5-Sonnet,accident,27,0.66377966,0.485022809
Claude 3.5-Sonnet,accident,27,0.709850311,0.555818041
Claude 3.5-Sonnet,accident,27,0.679718862,0.623508044
Claude 3.5-Sonnet,accident,27,0.608761539,0.392406128
Claude 3.5-Sonnet,accident,27,0.673583361,0.471116721
Claude 3.5-Sonnet,accident,27,0.71185193,0.375413648
Claude 3.5-Sonnet,accident,27,0.653147644,0.627455861
Claude 3.5-Sonnet,accident,27,0.636137233,0.394950884
Claude 3.5-Sonnet,accident,27,0.661822463,0.471816499
Claude 3.5-Sonnet,accident,27,0.619061235,0.449327156
Claude 3.5-Sonnet,accident,27,0.683036426,0.581174954
Claude 3.5-Sonnet,accident,27,0.660022949,0.604499927
Claude 3.5-Sonnet,accident,27,0.673371756,0.580665928
Claude 3.5-Sonnet,accident,27,0.660354853,0.495451604
Claude 3.5-Sonnet,accident,54,0.571419527,0.455741538
Claude 3.5-Sonnet,accident,54,0.544701262,0.459826427
Claude 3.5-Sonnet,accident,54,0.555454639,0.456473709
Claude 3.5-Sonnet,accident,54,0.55036873,0.461527886
Claude 3.5-Sonnet,accident,54,0.54978112,0.459344312
Claude 3.5-Sonnet,accident,54,0.571753447,0.460525394
Claude 3.5-Sonnet,accident,54,0.586345834,0.462017949
Claude 3.5-Sonnet,accident,54,0.578098637,0.464408092
Claude 3.5-Sonnet,accident,54,0.511167088,0.460157956
Claude 3.5-Sonnet,accident,54,0.547201209,0.466967222
Claude 3.5-Sonnet,accident,54,0.578669772,0.456614798
Claude 3.5-Sonnet,accident,54,0.608856182,0.45661716
Claude 3.5-Sonnet,accident,54,0.556419825,0.462195023
Claude 3.5-Sonnet,accident,54,0.583440138,0.462262594
Claude 3.5-Sonnet,accident,54,0.570597315,0.46229008
Claude 3.5-Sonnet,accident,54,0.625293358,0.455057125
Claude 3.5-Sonnet,accident,54,0.549067062,0.465846336
Claude 3.5-Sonnet,accident,54,0.622669491,0.464072353
Claude 3.5-Sonnet,accident,54,0.586796704,0.459634661
Claude 3.5-Sonnet,accident,54,0.569126532,0.45901457
Claude 3.5-Sonnet,accident,54,0.56447058,0.466479605
Claude 3.5-Sonnet,accident,54,0.594041125,0.461791012
Claude 3.5-Sonnet,accident,54,0.573737425,0.462838253
Claude 3.5-Sonnet,accident,54,0.5503278,0.45644369
Claude 3.5-Sonnet,accident,54,0.571614889,0.459314878
Claude 3.5-Sonnet,accident,54,0.601784284,0.465122987
Claude 3.5-Sonnet,accident,54,0.58003345,0.462700155
Claude 3.5-Sonnet,accident,54,0.610851177,0.460404924
Claude 3.5-Sonnet,accident,54,0.608854261,0.459778302
Claude 3.5-Sonnet,accident,54,0.57008698,0.463375709
Claude 3.5-Sonnet,accident,54,0.535769275,0.461687991
Claude 3.5-Sonnet,accident,54,0.570959293,0.46090309
Claude 3.5-Sonnet,accident,54,0.564273477,0.462471446
Claude 3.5-Sonnet,accident,54,0.579461452,0.457507634
Claude 3.5-Sonnet,accident,54,0.554545189,0.455869658
Claude 3.5-Sonnet,accident,54,0.57220546,0.458390966
Claude 3.5-Sonnet,accident,54,0.58906516,0.460152019
Claude 3.5-Sonnet,accident,54,0.606389904,0.458512069
Claude 3.5-Sonnet,accident,54,0.495177516,0.461913299
Claude 3.5-Sonnet,accident,54,0.598855787,0.461383191
Claude 3.5-Sonnet,accident,54,0.556567242,0.462520497
Claude 3.5-Sonnet,accident,54,0.575727064,0.461322984
Claude 3.5-Sonnet,accident,54,0.611601766,0.459230209
Claude 3.5-Sonnet,accident,54,0.58907396,0.461138956
Claude 3.5-Sonnet,accident,54,0.594165936,0.460113801
Claude 3.5-Sonnet,accident,54,0.615209838,0.463783429
Claude 3.5-Sonnet,accident,54,0.541837923,0.461675268
Claude 3.5-Sonnet,accident,54,0.600414632,0.461432863
Claude 3.5-Sonnet,accident,54,0.600252905,0.461470874
Claude 3.5-Sonnet,accident,54,0.605416378,0.469675054
Claude 3.5-Sonnet,accident,108,0.723810207,0.555645186
Claude 3.5-Sonnet,accident,108,0.646291484,0.534092284
Claude 3.5-Sonnet,accident,108,0.668862442,0.566771793
Claude 3.5-Sonnet,accident,108,0.648542837,0.538540181
Claude 3.5-Sonnet,accident,108,0.666719924,0.551604144
Claude 3.5-Sonnet,accident,108,0.670699893,0.5414352
Claude 3.5-Sonnet,accident,108,0.698568818,0.538871726
Claude 3.5-Sonnet,accident,108,0.638416945,0.55214231
Claude 3.5-Sonnet,accident,108,0.646597576,0.53766287
Claude 3.5-Sonnet,accident,108,0.639320836,0.534778503
Claude 3.5-Sonnet,accident,108,0.728218323,0.550228261
Claude 3.5-Sonnet,accident,108,0.740666583,0.536832028
Claude 3.5-Sonnet,accident,108,0.58113281,0.529996846
Claude 3.5-Sonnet,accident,108,0.619886674,0.55985768
Claude 3.5-Sonnet,accident,108,0.728782371,0.551137311
Claude 3.5-Sonnet,accident,108,0.718423146,0.562980551
Claude 3.5-Sonnet,accident,108,0.700661787,0.5538391
Claude 3.5-Sonnet,accident,108,0.703353438,0.534556036
Claude 3.5-Sonnet,accident,108,0.628886053,0.551403831
Claude 3.5-Sonnet,accident,108,0.698911664,0.534480608
Claude 3.5-Sonnet,accident,108,0.640836573,0.550185889
Claude 3.5-Sonnet,accident,108,0.664291659,0.534768267
Claude 3.5-Sonnet,accident,108,0.632877547,0.5582477
Claude 3.5-Sonnet,accident,108,0.672194564,0.544940668
Claude 3.5-Sonnet,accident,108,0.63045632,0.557400102
Claude 3.5-Sonnet,accident,108,0.653877106,0.544632477
Claude 3.5-Sonnet,accident,108,0.657654711,0.545298519
Claude 3.5-Sonnet,accident,108,0.626219696,0.539186809
Claude 3.5-Sonnet,accident,108,0.671676058,0.537168446
Claude 3.5-Sonnet,accident,108,0.677431201,0.528127924
Claude 3.5-Sonnet,accident,108,0.611556659,0.538154103
Claude 3.5-Sonnet,accident,108,0.694345338,0.551086491
Claude 3.5-Sonnet,accident,108,0.712957924,0.549878363
Claude 3.5-Sonnet,accident,108,0.700622957,0.535164035
Claude 3.5-Sonnet,accident,108,0.664054009,0.534543743
Claude 3.5-Sonnet,accident,108,0.660605206,0.526941574
Claude 3.5-Sonnet,accident,108,0.714423485,0.545095371
Claude 3.5-Sonnet,accident,108,0.708727409,0.551578192
Claude 3.5-Sonnet,accident,108,0.682975822,0.543359918
Claude 3.5-Sonnet,accident,108,0.636720248,0.550726657
Claude 3.5-Sonnet,accident,108,0.72355749,0.539301134
Claude 3.5-Sonnet,accident,108,0.69291955,0.516045826
Claude 3.5-Sonnet,accident,108,0.680630658,0.541883269
Claude 3.5-Sonnet,accident,108,0.663832302,0.571714971
Claude 3.5-Sonnet,accident,108,0.679955651,0.552825034
Claude 3.5-Sonnet,accident,108,0.716673598,0.561099364
Claude 3.5-Sonnet,accident,108,0.660517147,0.557096523
Claude 3.5-Sonnet,accident,108,0.673856262,0.579999905
Claude 3.5-Sonnet,accident,108,0.70900116,0.541595761
Claude 3.5-Sonnet,accident,108,0.68779788,0.555096517
Claude 3.5-Sonnet,ambush,27,0.5842385,0.46064013
Claude 3.5-Sonnet,ambush,27,0.596962588,0.459555116
Claude 3.5-Sonnet,ambush,27,0.598952921,0.431707792
Claude 3.5-Sonnet,ambush,27,0.593685164,0.452505169
Claude 3.5-Sonnet,ambush,27,0.589832417,0.460511274
Claude 3.5-Sonnet,ambush,27,0.595743232,0.509204846
Claude 3.5-Sonnet,ambush,27,0.599479277,0.480186567
Claude 3.5-Sonnet,ambush,27,0.59898855,0.435628542
Claude 3.5-Sonnet,ambush,27,0.599109752,0.44774472
Claude 3.5-Sonnet,ambush,27,0.590074536,0.421477834
Claude 3.5-Sonnet,ambush,27,0.598810427,0.474249841
Claude 3.5-Sonnet,ambush,27,0.60245125,0.441699794
Claude 3.5-Sonnet,ambush,27,0.596549275,0.44555519
Claude 3.5-Sonnet,ambush,27,0.594069579,0.4530498
Claude 3.5-Sonnet,ambush,27,0.597051999,0.426307173
Claude 3.5-Sonnet,ambush,27,0.597737102,0.451395189
Claude 3.5-Sonnet,ambush,27,0.595275518,0.468200767
Claude 3.5-Sonnet,ambush,27,0.596205362,0.440283662
Claude 3.5-Sonnet,ambush,27,0.616379859,0.458458926
Claude 3.5-Sonnet,ambush,27,0.605098016,0.411444338
Claude 3.5-Sonnet,ambush,27,0.605124108,0.442471579
Claude 3.5-Sonnet,ambush,27,0.600792152,0.45881587
Claude 3.5-Sonnet,ambush,27,0.61682967,0.421192135
Claude 3.5-Sonnet,ambush,27,0.592971042,0.404748983
Claude 3.5-Sonnet,ambush,27,0.609220162,0.433334201
Claude 3.5-Sonnet,ambush,27,0.594477376,0.410446877
Claude 3.5-Sonnet,ambush,27,0.588805954,0.39642065
Claude 3.5-Sonnet,ambush,27,0.604958224,0.423105101
Claude 3.5-Sonnet,ambush,27,0.608482207,0.443691889
Claude 3.5-Sonnet,ambush,27,0.597260831,0.44576494
Claude 3.5-Sonnet,ambush,27,0.601088674,0.475933711
Claude 3.5-Sonnet,ambush,27,0.606817576,0.462837977
Claude 3.5-Sonnet,ambush,27,0.597219918,0.464983856
Claude 3.5-Sonnet,ambush,27,0.591000588,0.466054308
Claude 3.5-Sonnet,ambush,27,0.58896644,0.511231845
Claude 3.5-Sonnet,ambush,27,0.608433776,0.431934509
Claude 3.5-Sonnet,ambush,27,0.588615394,0.467251883
Claude 3.5-Sonnet,ambush,27,0.599326018,0.443618984
Claude 3.5-Sonnet,ambush,27,0.599514318,0.446687699
Claude 3.5-Sonnet,ambush,27,0.606728304,0.433987566
Claude 3.5-Sonnet,ambush,27,0.596161334,0.480548185
Claude 3.5-Sonnet,ambush,27,0.598063268,0.472304726
Claude 3.5-Sonnet,ambush,27,0.589739777,0.449467428
Claude 3.5-Sonnet,ambush,27,0.597886775,0.445903824
Claude 3.5-Sonnet,ambush,27,0.596339235,0.422451513
Claude 3.5-Sonnet,ambush,27,0.598005784,0.468806825
Claude 3.5-Sonnet,ambush,27,0.595659355,0.4679819
Claude 3.5-Sonnet,ambush,27,0.582141371,0.469551127
Claude 3.5-Sonnet,ambush,27,0.594040781,0.45045202
